county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
Grant County,31075,31075,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7484787,1,.7416667,.0334262,55726,46500,55822
Greeley County,31077,31077,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8261905,.7941176,.826853,.0385892,60121,66821,59996
Hall County,31079,31079,NE,Nebraska,.1241171,NULL,.1388889,16198,NULL,16706,.0650406,n/a**,.0428571,NULL,NULL,NULL,128,NULL,NULL,.7907243,.8822451,.7603021,.3279266,71073,57531,75498
Hamilton County,31081,31081,NE,Nebraska,.1111111,NULL,.1111111,NULL,NULL,NULL,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.7399103,.9453781,.7317683,.049793,79739,41250,81219
Harlan County,31083,31083,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7863283,.71875,.7900648,.0607912,62681,75520,61796
Hayes County,31085,31085,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.818705,.8979592,.8126935,.0731707,61265,58745,61393
Hitchcock County,31087,31087,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8135427,1,.8114144,.0137179,60131,31389,60346
Holt County,31089,31089,NE,Nebraska,.1358025,NULL,.1358025,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.7875406,.90113,.7815614,.0628599,69863,87616,69199
Hooker County,31091,31091,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7612525,.6666666,.7665289,.0390738,54664,46228,55168
Howard County,31093,31093,NE,Nebraska,.1583333,NULL,.1583333,NULL,NULL,NULL,.0526316,n/a**,.0526316,NULL,NULL,NULL,NULL,NULL,NULL,.794699,.8137931,.7940562,.0449649,63117,45512,63672
Jefferson County,31095,31095,NE,Nebraska,.1416667,NULL,.1416667,NULL,NULL,NULL,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.8467961,.9162791,.843769,.059961,56897,27833,58057
Johnson County,31097,31097,NE,Nebraska,.1296296,NULL,.1296296,NULL,NULL,NULL,.4285714,n/a**,.4285714,NULL,NULL,NULL,NULL,NULL,NULL,.8400213,.9448584,.8172704,.1943429,65486,38408,68025
Kearney County,31099,31099,NE,Nebraska,.1465517,NULL,.1465517,NULL,NULL,NULL,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.7731866,.85,.7695744,.07616,73274,53605,74236
Keith County,31101,31101,NE,Nebraska,.1101695,NULL,.1101695,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7933389,.9076923,.7824977,.099148,60511,39855,62285
Keya Paha County,31103,31103,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7713249,1,.7696527,.0151515,72793,27067,73218
Kimball County,31105,31105,NE,Nebraska,.1320755,NULL,.1320755,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.8179741,.8714285,.8115942,.1363512,54890,58031,54552
Knox County,31107,31107,NE,Nebraska,.1714286,NULL,.171875,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.7832823,.8771044,.7727273,.1399527,63301,44093,65524
Lancaster County,31109,31109,NE,Nebraska,.1851777,NULL,.1851616,18922,NULL,18933,.0563991,n/a**,.053961,12641,NULL,NULL,157,NULL,157,.5895724,.6629163,.5760016,.1930331,75565,61470,77940
Lincoln County,31111,31111,NE,Nebraska,.1593496,NULL,.1578947,11849,NULL,11849,.1428571,n/a**,.1458333,NULL,NULL,NULL,158,NULL,159,.7787768,.8658649,.7702513,.1188158,70858,45248,73514
Loup County,31115,31115,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7678959,1,.7616926,.0205128,61984,18060,63616
McPherson County,31117,31117,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7514793,.4285714,.7583082,.0528634,59496,47800,59672
Madison County,31119,31119,NE,Nebraska,.1564246,NULL,.1594203,14488,NULL,14133,.0714286,n/a**,.0519481,NULL,NULL,NULL,149,NULL,130,.7755831,.9026764,.7543136,.2002048,67302,57758,68754
Merrick County,31121,31121,NE,Nebraska,.1009174,NULL,.1010101,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8264192,.9880952,.8158915,.0722799,68787,59838,69385
Morrill County,31123,31123,NE,Nebraska,.14,NULL,.14,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8185328,.9645094,.7943213,.1821938,62343,40779,65512
Nance County,31125,31125,NE,Nebraska,.220339,NULL,.220339,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.801917,.9473684,.7973641,.0348903,67170,51449,67641
Nemaha County,31127,31127,NE,Nebraska,.1779661,NULL,.1779661,NULL,NULL,NULL,.0952381,n/a**,.0952381,NULL,NULL,NULL,NULL,NULL,NULL,.7191915,.8225806,.7148358,.0595374,67073,53245,67592
Nuckolls County,31129,31129,NE,Nebraska,.0985916,NULL,.0985916,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8085586,.7765957,.8095554,.0470175,59882,40265,60398
Otoe County,31131,31131,NE,Nebraska,.1867704,NULL,.1875,NULL,NULL,NULL,.0625,n/a**,.0625,NULL,NULL,NULL,NULL,NULL,NULL,.782373,.9750934,.7670172,.108392,70443,49624,71989
Pawnee County,31133,31133,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8248848,.9069768,.8211034,.0455904,61208,19933,62464
Perkins County,31135,31135,NE,Nebraska,.0714286,NULL,.0714286,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7416384,.8767123,.7366834,.0481596,79208,42208,80782
Phelps County,31137,31137,NE,Nebraska,.1793104,NULL,.1793104,NULL,NULL,NULL,.0384615,n/a**,.0384615,NULL,NULL,NULL,NULL,NULL,NULL,.7409484,.8541114,.7336743,.075,70879,38243,73231
Pierce County,31139,31139,NE,Nebraska,.088,NULL,.0887097,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.7774121,.65,.780637,.03535,67962,45422,68418
Platte County,31141,31141,NE,Nebraska,.1434034,NULL,.146771,13747,NULL,13747,.04,n/a**,.04,NULL,NULL,NULL,153,NULL,153,.7779722,.8606893,.7624905,.2096604,75236,57057,78262
Polk County,31143,31143,NE,Nebraska,.1066667,NULL,.1066667,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.7892867,.9075145,.7834194,.0694577,74683,43619,75992
Red Willow County,31145,31145,NE,Nebraska,.1410256,NULL,.1410256,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.8116513,1,.80146,.0803257,60736,44015,61501
Richardson County,31147,31147,NE,Nebraska,.15,NULL,.15,NULL,NULL,NULL,.0952381,n/a**,.0952381,NULL,NULL,NULL,NULL,NULL,NULL,.8175246,.8131313,.8178459,.076414,61223,58666,61474
Rock County,31149,31149,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7910751,1,.7874097,.0259259,73915,14720,74392
Saline County,31151,31151,NE,Nebraska,.1640212,NULL,.1413043,NULL,NULL,NULL,.0322581,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8571754,.9565861,.8273668,.3013718,61216,44588,66268
Sarpy County,31153,31153,NE,Nebraska,.2024062,NULL,.2024779,17512,NULL,17512,.0506993,n/a**,.0506993,NULL,NULL,NULL,163,NULL,163,.6089889,.6998699,.5921072,.1954039,97450,70955,102125
Saunders County,31155,31155,NE,Nebraska,.154321,NULL,.154321,19917,NULL,19917,.12,n/a**,.12,NULL,NULL,NULL,NULL,NULL,NULL,.7464631,.8548009,.7431232,.0454718,80020,58282,80643
Scotts Bluff County,31157,31157,NE,Nebraska,.1178571,NULL,.1208791,12694,NULL,12694,.0757576,n/a**,.0757576,NULL,NULL,NULL,139,NULL,139,.7764283,.9315686,.7350186,.2773686,67975,54513,71441
Seward County,31159,31159,NE,Nebraska,.2177419,NULL,.2186235,19682,NULL,19682,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.7081066,.8436782,.7024404,.0526654,79392,88145,79068
Sheridan County,31161,31161,NE,Nebraska,.1166667,NULL,.1166667,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.7637348,.8923767,.7460757,.1841804,61900,35546,65089
Sherman County,31163,31163,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.818467,.954023,.8129664,.0358317,61276,51132,61688
Sioux County,31165,31165,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7335563,.8666667,.7289504,.0853081,59915,103848,58261
Stanton County,31167,31167,NE,Nebraska,.1466667,NULL,.1466667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8337841,.8533834,.8324125,.0791055,76404,63291,77073
Thayer County,31169,31169,NE,Nebraska,.1204819,NULL,.1204819,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8017597,.8776978,.7987422,.0470773,64264,64873,64243
Thomas County,31171,31171,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7601713,1,.751663,.0248062,64385,38083,65512
Thurston County,31173,31173,NE,Nebraska,.1044776,NULL,NULL,NULL,NULL,NULL,.1428571,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8329886,.9117199,.7511861,.6378151,65158,44799,84091
Valley County,31175,31175,NE,Nebraska,.0909091,NULL,.0909091,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7718593,.852349,.7676305,.0485322,67776,42170,69373
Washington County,31177,31177,NE,Nebraska,.1907692,NULL,.190625,22217,NULL,22932,.0483871,n/a**,.0491803,NULL,NULL,NULL,167,NULL,167,.6972883,.8007246,.6929758,.0538108,85616,80538,85850
Wayne County,31179,31179,NE,Nebraska,.1203704,NULL,.1203704,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.6552435,.7246835,.6508758,.0977901,69233,43899,71382
Webster County,31181,31181,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.773934,.9243698,.766371,.0826099,61833,52908,62283
Wheeler County,31183,31183,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8271028,.75,.8280757,.0121655,59447,26933,60002
York County,31185,31185,NE,Nebraska,.1486486,NULL,.1486486,NULL,NULL,NULL,.030303,n/a**,.030303,NULL,NULL,NULL,NULL,NULL,NULL,.7188574,.8053097,.7132731,.0919632,75478,39120,77155
Churchill County,32001,32001,NV,Nevada,.0778589,NULL,.078329,NULL,NULL,NULL,.21875,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8250941,.9068131,.8026173,.2634735,65350,45374,70300
Clark County,32003,32003,NV,Nevada,.135127,.1209472,.1350851,16126,12935,18405,.145969,.1995685,.0913242,10384,9064,12849,130,100,157,.7540289,.8058382,.6977438,.5804668,80329,67938,92334
Douglas County,32005,32005,NV,Nevada,.0860927,NULL,.0860927,21961,NULL,21961,.0769231,n/a**,.0769231,NULL,NULL,NULL,171,NULL,171,.711189,.859614,.684931,.1903278,83601,67962,86111
Elko County,32007,32007,NV,Nevada,.0974106,.1408451,.0972818,11152,NULL,11591,.1265823,.3,.1029412,NULL,NULL,NULL,130,NULL,NULL,.8176315,.9013319,.7846496,.330973,89392,70813,96098
Esmeralda County,32009,32009,NV,Nevada,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8348504,1,.8069909,.2089704,50024,40379,51578
Eureka County,32011,32011,NV,Nevada,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8829305,1,.8701842,.1185792,82132,102736,80817
Humboldt County,32013,32013,NV,Nevada,.0826772,NULL,.0909091,NULL,NULL,NULL,.0952381,n/a*,.1052632,NULL,NULL,NULL,NULL,NULL,NULL,.8373488,.9176471,.802707,.3508637,78982,69992,82515
Lander County,32015,32015,NV,Nevada,.0849057,NULL,.0849057,NULL,NULL,NULL,.2222222,n/a**,.2222222,NULL,NULL,NULL,NULL,NULL,NULL,.8843759,.9259259,.8672025,.3200487,88779,92312,87330
Lincoln County,32017,32017,NV,Nevada,.0895522,NULL,.0895522,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8225247,.9418104,.8056656,.1378044,60586,45721,61605
Lyon County,32019,32019,NV,Nevada,.1134538,NULL,.1134538,19398,NULL,19398,.1858407,n/a**,.1858407,NULL,NULL,NULL,111,NULL,111,.8602303,.9213631,.8449355,.2441351,67315,63556,68190
Mineral County,32021,32021,NV,Nevada,.0769231,NULL,.0793651,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.8560764,.9011083,.8318015,.4129946,49919,43780,52883
Nye County,32023,32023,NV,Nevada,.0766283,NULL,.0787293,18795,NULL,18752,.1333333,n/a*,.1403509,NULL,NULL,NULL,NULL,NULL,NULL,.8849793,.9272053,.8744599,.2316669,56101,52661,56901
Pershing County,32027,32027,NV,Nevada,.0857143,NULL,.0857143,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.8522969,.9792973,.7955119,.3435184,60343,49673,62143
Storey County,32029,32029,NV,Nevada,.1265823,NULL,.1265823,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.7129217,.793956,.7023038,.1550368,84090,54759,88167
Washoe County,32031,32031,NV,Nevada,.1208904,NULL,.1240801,16304,NULL,18364,.1238095,n/a*,.1037891,8100,NULL,9283,134,NULL,148,.6887046,.7968066,.6396605,.3752026,87024,70120,93694
White Pine County,32033,32033,NV,Nevada,.0826446,NULL,.0961538,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.8509765,.9556996,.8138063,.2783198,71426,88239,67898
Carson City,32510,32510,NV,Nevada,.0977823,NULL,.1006356,12567,NULL,12144,.1030928,n/a**,.1052632,NULL,NULL,NULL,115,NULL,115,.7774864,.856932,.7493821,.3252245,70878,66571,72245
Belknap County,33001,33001,NH,New Hampshire,.1684303,NULL,.1718182,19027,NULL,19489,.0942408,n/a**,.0899471,NULL,NULL,NULL,165,NULL,164,.6757076,.6879607,.6752455,.0485158,85080,76446,85328
Carroll County,33003,33003,NH,New Hampshire,.1511879,NULL,.1527473,17922,NULL,17969,.1142857,n/a**,.1151079,NULL,NULL,NULL,155,NULL,156,.664037,.7610325,.6607841,.0405727,80066,88784,79861
Cheshire County,33005,33005,NH,New Hampshire,.1658375,NULL,.166388,19054,NULL,18888,.07,n/a**,.0653266,NULL,NULL,NULL,172,NULL,173,.6786653,.6135286,.6816126,.0619142,83006,69057,83506
Coos County,33007,33007,NH,New Hampshire,.1725979,NULL,.1725979,14692,NULL,14692,.0927835,n/a**,.0927835,NULL,NULL,NULL,154,NULL,154,.8193683,.9067122,.8125992,.0787814,61490,51579,61762
Grafton County,33009,33009,NH,New Hampshire,.1745704,NULL,.1752933,19913,NULL,19913,.0866142,n/a**,.0866142,NULL,NULL,NULL,184,NULL,184,.5674273,.3369754,.5831693,.0947252,91144,74768,91963
Hillsborough County,33011,33011,NH,New Hampshire,.2011244,NULL,.2008752,21807,NULL,21881,.0656883,n/a**,.0660576,15914,NULL,15914,184,NULL,185,.614423,.6625236,.607251,.1614485,102956,78631,106548
Merrimack County,33013,33013,NH,New Hampshire,.1888112,NULL,.1889671,23586,NULL,23561,.0679012,n/a**,.0662526,NULL,NULL,NULL,182,NULL,182,.6513146,.6688987,.6501017,.0783884,92823,84642,93259
Rockingham County,33015,33015,NH,New Hampshire,.2021608,NULL,.2023634,20661,NULL,20661,.0597826,n/a**,.060219,11008,NULL,11008,193,NULL,195,.5949782,.6665144,.5897921,.0769335,114193,124375,113511
Strafford County,33017,33017,NH,New Hampshire,.2070886,NULL,.2076726,22330,NULL,22572,.0904645,n/a**,.091133,NULL,NULL,NULL,184,NULL,184,.6347689,.6110244,.6367023,.0949804,92591,84890,93147
Sullivan County,33019,33019,NH,New Hampshire,.1521439,NULL,.1521439,15041,NULL,15041,.1090909,n/a**,.1090909,NULL,NULL,NULL,148,NULL,148,.7317572,.5201342,.7399967,.0481855,74376,83022,74065
Atlantic County,34001,34001,NJ,New Jersey,.1793612,.1261574,.1835664,18838,19399,20054,.1120797,.2018349,.1047619,14777,NULL,NULL,153,118,169,.7128732,.8008475,.6588314,.4411198,84780,63258,97451
Bergen County,34003,34003,NJ,New Jersey,.1659095,.1745649,.159223,21315,24573,22605,.0622656,.0904908,.0423236,14306,17008,12015,186,179,202,.5080625,.5175906,.5009931,.4471609,137007,116979,150326
Burlington County,34005,34005,NJ,New Jersey,.2088787,.2280702,.2062659,23866,29635,23084,.0697674,.1615385,.0526778,15764,NULL,16276,195,174,201,.6169406,.6698699,.5939813,.3346887,112755,99561,117963
Camden County,34007,34007,NJ,New Jersey,.2170806,.1848375,.2111514,22915,13530,25630,.1049107,.1679687,.0800763,10924,NULL,12416,187,117,214,.6833042,.7683223,.6288438,.440946,91076,64866,107259
Cape May County,34009,34009,NJ,New Jersey,.1329787,NULL,.1377805,20012,NULL,21218,.0844444,n/a**,.081448,NULL,NULL,NULL,169,NULL,169,.6523788,.7799853,.6326637,.1521176,97909,70066,101356
Cumberland County,34011,34011,NJ,New Jersey,.1464076,.1390729,.1521069,16205,14900,18870,.1203704,.1369048,.0878378,NULL,NULL,NULL,144,129,156,.8342516,.89099,.782202,.5423324,68355,54107,79735
Essex County,34013,34013,NJ,New Jersey,.1925442,.1947821,.1524539,20520,17226,20383,.1329341,.1851332,.0410959,11842,11313,NULL,164,128,210,.6305995,.7462358,.3911583,.7031498,105636,73768,170510
Gloucester County,34015,34015,NJ,New Jersey,.223995,NULL,.225575,23253,NULL,23397,.093432,n/a*,.0935454,8702,NULL,8694,182,NULL,183,.66826,.6883862,.6635582,.2199837,101668,99064,102213
Hudson County,34017,34017,NJ,New Jersey,.1544155,.1508075,.1777302,20050,17944,19025,.1023965,.1136738,.0662651,11006,11006,NULL,175,160,226,.5430701,.6032658,.4110125,.7158836,106971,90443,138981
Hunterdon County,34019,34019,NJ,New Jersey,.1553711,NULL,.1559889,28523,NULL,28335,.0474777,n/a**,.047619,NULL,NULL,NULL,232,NULL,229,.4744605,.5215127,.467886,.1499992,143132,181002,138535
Mercer County,34021,34021,NJ,New Jersey,.1427663,.1440723,.1593607,21478,20234,23153,.0991091,.1808118,.0487106,14111,NULL,NULL,191,133,212,.5776233,.6795238,.4873213,.5120751,114713,93901,131638
Middlesex County,34023,34023,NJ,New Jersey,.1488116,.140257,.1584958,21344,20593,23082,.0564815,.0744275,.0369069,11777,11447,NULL,181,170,199,.5555972,.5321546,.5827742,.5804516,110681,111968,109381
Monmouth County,34025,34025,NJ,New Jersey,.168818,NULL,.1708385,23051,NULL,23496,.0671764,n/a**,.0604468,14665,NULL,14630,212,NULL,219,.5240064,.6235231,.4958335,.2508248,134685,108916,141161
Morris County,34027,34027,NJ,New Jersey,.1576119,.1303191,.160412,22036,NULL,22096,.0424242,.0408163,.0413368,16034,NULL,NULL,180,NULL,181,.4391245,.4463469,.4364365,.2945867,158144,136129,165330
Ocean County,34029,34029,NJ,New Jersey,.1450145,NULL,.1451931,20588,NULL,20594,.0614489,n/a**,.0614887,14105,NULL,14105,167,NULL,167,.6970301,.7440065,.6897435,.1565742,94143,87231,95073
Passaic County,34031,34031,NJ,New Jersey,.1697858,.1617387,.1772844,16471,13883,20426,.1094996,.1515625,.0671506,8840,8662,NULL,142,119,172,.7041396,.8062607,.5782186,.59395,98797,79623,120575
Salem County,34033,34033,NJ,New Jersey,.1826259,NULL,.1807818,19071,NULL,21036,.1189189,n/a*,.1171171,NULL,NULL,NULL,165,NULL,221,.7809342,.8098059,.7727732,.2613446,81113,45719,91931
Somerset County,34035,34035,NJ,New Jersey,.1433482,.1672174,.1327731,22426,22275,21827,.0443645,.0790514,.0337553,NULL,NULL,NULL,208,186,220,.4195632,.4288554,.413077,.4461234,154334,142417,162008
Sussex County,34037,34037,NJ,New Jersey,.1762244,NULL,.177242,21839,NULL,21839,.04038,n/a**,.0405728,NULL,NULL,NULL,199,NULL,199,.6256823,.5943202,.62995,.1424016,116821,131951,115194
Union County,34039,34039,NJ,New Jersey,.168006,.1703716,.1579643,21027,20577,22399,.0790816,.1012658,.0334728,12339,10386,NULL,162,147,184,.6199746,.7233307,.4789987,.6101543,118906,95311,147182
Warren County,34041,34041,NJ,New Jersey,.1736402,NULL,.1748289,20123,NULL,20123,.0753012,n/a**,.0753012,NULL,NULL,NULL,195,NULL,195,.6748542,.7276672,.6647632,.1897636,98174,101762,97630
Bernalillo County,35001,35001,NM,New Mexico,.1466827,.1349102,.1389937,20457,18197,21989,.1301327,.137987,.1131222,11741,9500,NULL,151,129,158,.6470977,.7706712,.4909855,.6174589,73158,61181,86241
Catron County,35003,35003,NM,New Mexico,.0322581,NULL,.0322581,NULL,NULL,NULL,.5,n/a**,.5,NULL,NULL,NULL,NULL,NULL,NULL,.7781535,.9045802,.7509248,.184798,48079,34733,50459
Chaves County,35005,35005,NM,New Mexico,.089192,.0666667,NULL,13848,NULL,NULL,.1647059,.2285714,n/a*,NULL,NULL,NULL,127,NULL,NULL,.8389772,.9294197,.7228013,n/a**,57336,47762,67452
Cibola County,35006,35006,NM,New Mexico,.1234177,.1258278,NULL,NULL,NULL,NULL,.2051282,.2105263,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8658469,.8955364,.7687235,.8040625,49792,45908,59825
Colfax County,35007,35007,NM,New Mexico,.080402,NULL,NULL,NULL,NULL,NULL,.3125,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7948662,.8863224,.7089362,.5323403,47612,38769,56404
Curry County,35009,35009,NM,New Mexico,.1007299,NULL,NULL,16281,NULL,NULL,.057971,n/a*,n/a*,NULL,NULL,NULL,134,NULL,NULL,.8024752,.9024494,.7173347,.5182374,60449,50158,68407
De Baca County,35011,35011,NM,New Mexico,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.9018868,.9422383,.8728924,.4796117,47281,47543,47105
Doña Ana County,35013,35013,NM,New Mexico,.1660628,.1684443,NULL,17342,16266,NULL,.1636364,.1703057,n/a*,7781,7515,NULL,140,134,NULL,.713163,.80679,.5126375,.7333787,57752,44601,86431
Eddy County,35015,35015,NM,New Mexico,.1105033,NULL,NULL,18607,NULL,NULL,.1485149,n/a*,n/a*,NULL,NULL,NULL,150,NULL,NULL,.84051,.9023446,.7861638,.5244007,76170,63990,86240
Grant County,35017,35017,NM,New Mexico,.1415929,.1411765,.1607143,16667,NULL,NULL,.15625,.1666667,0,NULL,NULL,NULL,NULL,NULL,NULL,.7270319,.8473275,.618168,.5397527,56094,45629,65243
Guadalupe County,35019,35019,NM,New Mexico,.0416667,.0434783,NULL,NULL,NULL,NULL,0,0,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8836656,.8691376,.9372385,.8105888,40306,41037,37896
Harding County,35021,35021,NM,New Mexico,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7571802,.8896104,.6681223,.3834423,68108,40608,80351
Hidalgo County,35023,35023,NM,New Mexico,.147541,NULL,NULL,NULL,NULL,NULL,.1111111,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8583523,.9228972,.7770419,.592313,48999,42576,57087
Lea County,35025,35025,NM,New Mexico,.0914742,.0920598,NULL,14639,12873,NULL,.1067961,.1,n/a*,NULL,NULL,NULL,126,104,NULL,.8839467,.9449255,.7991666,.6513051,65330,58749,74502
Lincoln County,35027,35027,NM,New Mexico,.0890208,NULL,.1084337,NULL,NULL,NULL,.1333333,n/a*,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.7068871,.8647125,.6382707,.3750128,62219,40847,70672
Los Alamos County,35028,35028,NM,New Mexico,.1073826,NULL,.1009615,NULL,NULL,NULL,.0625,n/a**,.0952381,NULL,NULL,NULL,NULL,NULL,NULL,.3352234,.4387908,.299588,.2786555,133593,123656,136470
Luna County,35029,35029,NM,New Mexico,.1002506,.1045576,NULL,NULL,NULL,NULL,.275,.2820513,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8780017,.9291527,.7955959,.6991016,40988,38146,45176
McKinley County,35031,35031,NM,New Mexico,.1417004,.1413934,NULL,13044,13044,NULL,.1428571,.1304348,n/a**,NULL,NULL,NULL,102,102,NULL,.8812098,.9309322,.4795082,.9156038,48580,n/a**,n/a**
Mora County,35033,35033,NM,New Mexico,.0727273,.0727273,NULL,NULL,NULL,NULL,0,0,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8883806,.9091254,.8043143,.8439623,43061,41378,49820
Otero County,35035,35035,NM,New Mexico,.123061,.140625,.1151832,15358,NULL,NULL,.1428571,.1111111,.0454545,NULL,NULL,NULL,112,NULL,NULL,.7943612,.8728526,.7289436,.5172279,53601,37787,66561
Quay County,35037,35037,NM,New Mexico,.0887097,NULL,NULL,NULL,NULL,NULL,.0909091,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8415908,.8982483,.7948323,.5008957,42970,32709,50000
Rio Arriba County,35039,35039,NM,New Mexico,.080756,.0823117,NULL,NULL,NULL,NULL,.1276596,.1276596,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8152512,.8510345,.6224833,.8750859,n/a**,n/a**,n/a**
